OBJECTID,year,origin,enplanements,passengers,departures,arrivals,freight,mail
767,2023,CGA,80,81,153,150,7819,8600
768,2023,SSI,79,79,22,26,0,0
769,2023,CZN,79,89,116,116,6161,322
770,2023,A01,79,79,48,47,805,0
771,2023,ADS,77,77,21,21,0,0
772,2023,06A,76,77,76,80,0,0
773,2023,ORL,75,75,24,35,0,0
774,2023,LSV,75,75,4,3,0,0
775,2023,MLY,74,535,249,247,735,3738
776,2023,MPB,72,66,30,51,0,0
777,2023,LCI,70,70,28,27,0,0
778,2023,VWK,69,69,20,18,0,0
779,2023,AOS,69,94,97,94,104,101
780,2023,MHR,67,67,1442,1456,52019361,2771233
781,2023,SKF,66,66,4,5,70008,0
782,2023,KFP,65,65,141,141,529,4785
783,2023,KWP,65,93,72,72,588,27
784,2023,EDA,65,66,121,125,431,1587
785,2023,FTY,65,65,13,15,0,0
786,2023,CFT,65,65,15,15,0,0
787,2023,NHK,63,63,1,,0,0
788,2023,WCR,61,61,27,29,1470,0
789,2023,WHD,58,59,56,57,154,3632
790,2023,SUU,58,58,70,68,591608,0
791,2023,C01,58,58,31,26,0,0
792,2023,TNC,57,169,48,49,3000,10
793,2023,CVO,57,57,488,484,465917,0
794,2023,SRV,56,67,105,105,201,258
795,2023,NLG,56,56,131,131,70,201
796,2023,JHW,55,55,19,20,0,0
797,2023,ALZ,55,100,95,95,581,20
798,2023,AA8,54,54,63,64,4918,0
799,2023,MTN,53,53,19,18,0,0
800,2023,COE,53,53,25,21,3024,0
801,2023,UMT,52,51,44,45,71265,0
802,2023,DET,52,52,7,6,0,0
803,2023,WSN,51,202,236,235,27,1051
804,2023,JLA,51,52,25,21,105,0
805,2023,M91,50,50,21,21,0,0
806,2023,LSR,49,50,51,51,3277,0
807,2023,ISM,48,49,13,13,0,0
808,2023,KZB,48,75,83,80,117,8
809,2023,CXL,48,48,7,7,0,0
810,2023,AZ3,48,48,5,5,0,0
811,2023,GON,47,47,14,16,0,0
812,2023,SC1,46,46,2,2,24288,0
813,2023,RQZ,46,46,1,1,0,0
814,2023,KPC,46,46,33,33,4749,0
815,2023,LSF,46,46,1,1,0,0
816,2023,VIK,45,49,47,51,8849,0
817,2023,MYK,45,45,94,94,159,245
818,2023,UGS,44,105,196,197,0,3
819,2023,WRI,44,44,2,2,2537,0
820,2023,GAI,44,44,10,9,0,0
821,2023,SUA,43,43,17,19,6500,0
822,2023,ONN,43,43,21,18,0,0
823,2023,MTC,43,43,1,1,0,0
824,2023,MWH,43,195,16,17,0,0
825,2023,SAD,43,43,13,13,0,0
826,2023,GED,43,43,10,9,0,0
827,2023,PSF,42,42,13,16,0,0
828,2023,BFT,42,42,1,1,0,0
829,2023,UT1,41,43,13,14,0,0
830,2023,PCT,41,41,12,12,0,0
831,2023,ZXU,40,40,18,,0,0
832,2023,ROG,40,40,7,7,0,0
833,2023,CXO,40,40,9,10,0,0
834,2023,JZI,36,36,7,7,0,0
835,2023,SMO,35,37,9,9,0,0
836,2023,LKP,35,35,9,8,0,0
837,2023,MRK,34,34,5,4,0,0
838,2023,BVY,34,34,15,21,0,0
839,2023,TMB,33,33,12,12,0,0
840,2023,PWA,33,33,7,7,0,0
841,2023,SHN,32,32,7,7,0,0
842,2023,UGN,32,32,16,16,0,0
843,2023,HWD,32,32,8,5,0,0
844,2023,CZF,32,36,32,32,0,0
845,2023,CDW,32,32,352,387,0,0
846,2023,SQA,31,31,11,12,2616,0
847,2023,SKJ,31,31,23,22,3,0
848,2023,EHM,31,31,33,33,27885,0
849,2023,A03,31,46,25,25,0,0
850,2023,UES,30,30,5,4,0,0
851,2023,DXR,30,30,7,8,0,0
852,2023,EHR,30,30,21,20,0,0
853,2023,FCM,30,30,7,4,0,0
854,2023,XWW,29,29,5,7,0,0
855,2023,SUS,29,34,104,110,1616,0
856,2023,MSV,29,29,6,7,0,0
857,2023,OLM,29,29,14,14,0,0
858,2023,GFL,29,29,9,9,0,0
859,2023,ATO,29,29,2,2,0,0
860,2023,CKX,29,29,102,102,513,1425
861,2023,UST,28,28,8,8,0,0
862,2023,VGC,28,28,13,12,0,0
863,2023,NV4,28,28,1,1,0,0
864,2023,LMT,28,28,578,590,456701,0
865,2023,UDD,27,27,10,12,0,0
866,2023,TIW,27,27,11,16,0,0
867,2023,MHE,27,27,4,4,0,0
868,2023,KMY,27,79,65,64,465,0
869,2023,CTH,27,27,9,6,0,0
870,2023,HIO,27,27,15,15,0,0
871,2023,SGR,26,26,10,9,0,0
872,2023,OCF,26,26,7,9,0,0
873,2023,BYW,26,26,6,6,0,0
874,2023,TVL,25,30,7,8,0,0
875,2023,UGI,25,78,69,69,226,55
876,2023,VUO,25,25,13,13,0,0
877,2023,PRB,25,25,14,14,15229,0
878,2023,LEW,25,25,7,6,0,0
879,2023,IN2,25,25,6,5,0,0
880,2023,SAC,24,24,7,7,0,0
881,2023,NEW,24,24,7,6,0,0
882,2023,MVL,24,24,5,9,0,0
883,2023,NY5,24,24,5,8,0,0
884,2023,PA5,24,24,7,7,0,0
885,2023,NV6,23,23,6,7,0,0
886,2023,RBW,23,23,4,5,0,0
887,2023,STP,22,22,7,6,0,0
888,2023,POU,22,22,5,5,0,0
889,2023,JZU,22,22,5,6,0,0
890,2023,JZT,22,22,23,24,859,0
891,2023,GBR,22,22,8,9,0,0
892,2023,AVW,22,22,6,5,0,0
893,2023,VA4,21,21,9,8,0,0
894,2023,PPV,21,22,69,71,103,1006
895,2023,MTH,21,21,272,274,179845,0
896,2023,RDV,21,48,91,91,0,1370
897,2023,MA4,21,21,8,12,0,0
898,2023,MQJ,21,21,2,2,0,0
899,2023,CON,21,21,4,3,0,0
900,2023,1NY,21,21,10,9,0,0
901,2023,VDI,20,20,4,3,0,0
902,2023,KCC,20,25,127,128,852,4812
903,2023,BDY,20,20,7,7,0,0
904,2023,ANP,20,20,10,10,0,0
905,2023,SEE,19,19,3,4,0,0
906,2023,WVL,19,19,6,5,0,0
907,2023,SC6,19,19,10,10,0,0
908,2023,VWS,19,19,7,6,0,0
909,2023,QQB,19,19,13,13,2116,414
910,2023,PTL,19,42,27,28,125,0
911,2023,DPA,19,19,11,20,9100,0
912,2023,CGF,19,19,6,9,0,0
913,2023,CEM,19,186,235,235,355,3076
914,2023,BFB,19,19,8,7,0,0
915,2023,VGT,18,18,3,18,0,0
916,2023,NY7,17,17,8,9,0,0
917,2023,RDG,17,800,13,12,0,0
918,2023,ESN,17,17,5,4,0,0
919,2023,A5K,17,17,17,10,100,0
920,2023,A50,17,17,10,9,0,0
921,2023,01A,17,17,8,6,0,0
922,2023,SQV,16,16,13,15,3430,0
923,2023,TX4,16,16,2,2,0,0
924,2023,WWA,16,16,9,14,0,0
925,2023,VNC,16,16,4,5,0,0
926,2023,CT1,16,16,8,7,0,0
927,2023,A04,16,16,7,6,0,0
928,2023,CKU,16,19,15,14,1005,0
929,2023,RME,15,15,6,8,0,0
930,2023,PR1,15,15,2,3,0,0
931,2023,MRF,15,15,2,3,0,0
932,2023,OSU,15,15,7,9,0,0
933,2023,NJ2,15,15,8,7,0,0
934,2023,IDP,15,15,2,2,0,0
935,2023,EXI,15,15,11,12,0,0
936,2023,1FL,15,15,3,3,0,0
937,2023,OR4,14,14,5,7,0,0
938,2023,MPV,14,14,4,3,0,0
939,2023,A30,14,14,7,5,0,0
940,2023,WWD,13,13,3,2,0,0
941,2023,VWD,13,13,3,3,0,0
942,2023,VIS,13,13,672,982,693751,0
943,2023,RMN,13,13,3,3,0,0
944,2023,NJ1,13,13,7,5,0,0
945,2023,NAD,13,13,4,4,0,0
946,2023,MIV,13,13,3,4,0,0
947,2023,EEN,13,13,4,4,0,0
948,2023,GUF,13,13,3,1,0,0
949,2023,HFD,13,13,6,7,0,0
950,2023,BGE,13,13,2,2,0,0
951,2023,AMW,13,13,2,2,0,0
952,2023,TWD,12,12,3,4,0,0
953,2023,SME,12,12,3,4,0,0
954,2023,SBM,12,12,4,4,0,0
955,2023,VA9,12,12,1,1,0,0
956,2023,SEF,12,12,3,5,0,0
957,2023,N1Y,12,12,3,2,0,0
958,2023,OCE,12,12,2,2,0,0
959,2023,KKL,12,14,12,10,0,0
960,2023,IGM,12,12,6,17,0,0
961,2023,MD3,12,12,2,,0,0
962,2023,JGG,12,12,1,2,0,0
963,2023,MA1,12,12,3,2,0,0
964,2023,DWH,12,12,4,4,0,0
965,2023,FHB,12,12,8,7,0,0
966,2023,1B1,12,12,4,4,0,0
967,2023,A34,12,12,3,3,0,0
968,2023,UVA,11,11,2,2,1010,0
969,2023,TIX,11,11,2,1,1849,0
970,2023,WQX,11,11,4,5,0,0
971,2023,ONH,11,11,2,2,0,0
972,2023,LVD,11,11,3,3,0,0
973,2023,DTO,11,11,25,25,28623,0
974,2023,A1K,11,11,44,44,10161,0
975,2023,AL6,11,11,2,3,0,0
976,2023,NHZ,10,10,4,4,0,0
977,2023,LVK,10,10,6,6,0,0
978,2023,ISW,10,10,1,2,0,0
979,2023,GAD,10,10,1,1,0,0
980,2023,AIK,10,10,5,6,0,0
981,2023,BNF,10,14,7,7,0,0
982,2023,BCE,10,10,2,2,0,0
983,2023,9TX,10,10,2,2,0,0
984,2023,T6X,9,9,3,2,0,0
985,2023,ZNC,9,9,23,,1000,0
986,2023,PUL,9,9,9,10,0,0
987,2023,OTS,9,9,1,1,0,0
988,2023,MHV,9,9,1,2,0,0
989,2023,LZU,9,9,4,4,0,0
990,2023,KPR,9,37,70,70,75,4
991,2023,MGR,9,9,2,2,0,0
992,2023,DOF,9,8,14,15,0,0
993,2023,HGZ,9,9,1,1,0,0
994,2023,HAR,9,9,2,1,0,0
995,2023,HEZ,9,9,1,1,0,0
996,2023,2NY,9,9,4,4,0,0
997,2023,CFV,9,9,1,,0,0
998,2023,A76,9,9,3,3,0,0
999,2023,AZ8,9,9,2,2,0,0
1000,2023,BGT,9,9,2,2,0,0
1001,2023,CEW,9,9,2,3,0,0
1002,2023,2VA,9,9,1,1,0,0
1003,2023,SFF,8,8,2,2,0,0
1004,2023,UXO,8,8,3,4,0,0
1005,2023,SOP,8,8,1,1,0,0
1006,2023,NOT,8,8,1,,0,0
1007,2023,QMN,8,8,2,2,0,0
1008,2023,OBE,8,8,186,192,0,0
1009,2023,MVW,8,8,485,17,589847,0
1010,2023,LNA,8,8,5,5,0,0
1011,2023,MIO,8,8,2,2,0,0
1012,2023,ILN,8,6,4179,4185,311056866,0
1013,2023,GA5,8,8,1,1,0,0
1014,2023,FMY,8,8,5,5,0,0
1015,2023,DHT,8,8,1,1,0,0
1016,2023,A26,8,9,12,13,0,0
1017,2023,A75,8,8,5,4,384,0
1018,2023,BTP,8,8,1,1,0,0
1019,2023,A17,8,8,5,4,0,0
1020,2023,BRY,8,8,1,1,0,0
1021,2023,B19,8,8,1,1,0,0
1022,2023,ZXH,7,12,6,,0,0
1023,2023,NC8,7,7,1,1,0,0
1024,2023,QAJ,7,7,2,2,0,0
1025,2023,QQG,7,7,2,1,0,0
1026,2023,LIV,7,7,4,6,225,0
1027,2023,MA5,7,7,1,1,0,0
1028,2023,MLJ,7,7,2,2,0,0
1029,2023,ME3,7,7,1,2,0,0
1030,2023,LOZ,7,7,4,6,0,0
1031,2023,MDO,7,7,6,6,1200,0
1032,2023,KPY,7,76,73,74,153,436
1033,2023,ERV,7,7,2,1,0,0
1034,2023,FL8,7,7,1,1,0,0
1035,2023,CGS,7,7,1,2,0,0
1036,2023,SDX,6,7,4,3,1786,0
1037,2023,VJI,6,6,1,1,0,0
1038,2023,SWD,6,6,8,8,1190,0
1039,2023,TN6,6,6,1,1,0,0
1040,2023,OCW,6,6,1,1,0,0
1041,2023,OXR,6,6,1,2,0,0
1042,2023,JFN,6,6,1,1,0,0
1043,2023,MOD,6,6,2,2,0,0
1044,2023,LDJ,6,6,2,1,0,0
1045,2023,LLY,6,6,2,1,0,0
1046,2023,DE2,6,6,2,2,0,0
1047,2023,FPR,6,20,7,5,0,0
1048,2023,FLD,6,6,1,1,0,0
1049,2023,DTR,6,6,2,3,0,0
1050,2023,EKI,6,6,1,1,0,0
1051,2023,FRR,6,6,1,1,0,0
1052,2023,09A,6,9,6,6,0,0
1053,2023,2FL,6,6,1,1,0,0
1054,2023,CDL,6,6,5,5,0,0
1055,2023,CO7,6,6,1,1,0,0
1056,2023,AST,6,6,1,1,0,0
1057,2023,CBA,6,10,7,8,0,0
1058,2023,WA5,5,5,2,2,0,0
1059,2023,VA8,5,5,3,3,0,0
1060,2023,VA5,5,5,2,3,0,0
1061,2023,TVI,5,5,2,2,0,0
1062,2023,TOA,5,5,2,2,0,0
1063,2023,TLJ,5,6,9,22,4644,0
1064,2023,VWC,5,5,2,2,0,0
1065,2023,PA4,5,5,2,2,0,0
1066,2023,PGS,5,5,1,,0,0
1067,2023,HYR,5,5,1,1,0,0
1068,2023,IN6,5,5,8,7,0,0
1069,2023,MJX,5,5,1,1,0,0
1070,2023,MPO,5,5,1,1,0,0
1071,2023,DMN,5,5,1,1,0,0
1072,2023,HII,5,5,422,440,312179,0
1073,2023,FME,5,5,1,1,0,0
1074,2023,FDK,5,5,3,2,0,0
1075,2023,AUN,5,5,2,2,0,0
1076,2023,BMC,5,5,1,2,0,0
1077,2023,BEH,5,5,1,1,0,0
1078,2023,AAF,5,5,1,1,0,0
1079,2023,SCH,4,4,2,2,0,0
1080,2023,VWE,4,4,6,6,0,0
1081,2023,SAA,4,4,2,3,0,0
1082,2023,MYF,4,4,1,1,0,0
1083,2023,PNN,4,4,1,1,0,0
1084,2023,RLU,4,5,23,25,0,0
1085,2023,MRC,4,4,12,14,0,0
1086,2023,ID1,4,4,3,3,0,0
1087,2023,MD1,4,4,2,2,0,0
1088,2023,LOU,4,4,1,,0,0
1089,2023,HYG,4,4,64,65,284,1735
1090,2023,LOW,4,4,3,3,0,0
1091,2023,LAA,4,4,1,1,0,0
1092,2023,MLC,4,4,1,1,0,0
1093,2023,GCY,4,4,1,1,0,0
1094,2023,FL4,4,4,2,2,0,0
1095,2023,BWD,4,4,261,258,370497,0
1096,2023,2GA,4,4,1,1,0,0
1097,2023,CGZ,4,4,1,1,0,0
1098,2023,CEU,4,4,1,1,0,0
1099,2023,ADM,4,4,1,3,0,0
1100,2023,ASH,4,4,2,2,0,0
1101,2023,1NJ,4,4,1,2,0,0
1102,2023,CNO,4,4,24,24,107001,0
1103,2023,ZZV,3,3,1,,0,0
1104,2023,WVI,3,3,1,1,0,0
1105,2023,SPG,3,3,2,2,0,0
1106,2023,WJF,3,3,2,4,1902,0
1107,2023,SFM,3,3,2,1,0,0
1108,2023,WWP,3,10,84,88,1634,84
1109,2023,NNK,3,3,2,2,0,0
1110,2023,N8C,3,3,1,1,0,0
1111,2023,NY1,3,3,1,,0,0
1112,2023,NH4,3,3,2,4,0,0
1113,2023,OQG,3,3,1,1,0,0
1114,2023,NJ7,3,3,3,3,0,0
1115,2023,LDM,3,3,1,2,0,0
1116,2023,LPC,3,3,1,1,0,0
1117,2023,MA6,3,3,1,1,0,0
1118,2023,JZQ,3,3,1,1,0,0
1119,2023,KXA,3,6,50,51,110,432
1120,2023,MA3,3,3,1,,0,0
1121,2023,MCC,3,3,14,13,6708,0
1122,2023,KPB,3,9,56,57,131,2016
1123,2023,LWM,3,3,2,3,0,0
1124,2023,GYR,3,3,4,4,0,0
1125,2023,ENN,3,3,6,4,295,0
1126,2023,DUA,3,3,1,1,0,0
1127,2023,HDH,3,3,1,,0,0
1128,2023,ENW,3,3,3,3,0,0
1129,2023,GLS,3,3,1,1,0,0
1130,2023,GMU,3,3,2,2,0,0
1131,2023,BYH,3,3,5,9,0,0
1132,2023,A18,3,3,2,2,0,0
1133,2023,CLM,3,3,487,504,352861,0
1134,2023,CEY,3,3,1,,0,0
1135,2023,1N7,3,3,1,1,0,0
1136,2023,AUO,3,3,3,3,76,0
1137,2023,2AK,3,6,7,7,0,0
1138,2023,UTO,2,10,8,8,2051,0
1139,2023,VZF,2,2,1,1,0,0
1140,2023,SXQ,2,4,12,13,0,0
1141,2023,WQC,2,2,1,,0,0
1142,2023,SNY,2,2,1,1,0,0
1143,2023,TX6,2,2,1,,0,0
1144,2023,MVC,2,2,1,1,0,0
1145,2023,MYL,2,2,1,1,0,0
1146,2023,PAQ,2,2,1,5,0,0
1147,2023,PA2,2,2,1,,0,0
1148,2023,RQV,2,2,1,1,0,0
1149,2023,MEV,2,2,1,1,0,0
1150,2023,JCI,2,2,1,3,0,0
1151,2023,KS3,2,2,1,,0,0
1152,2023,LVM,2,2,1,,0,0
1153,2023,LOT,2,2,2,2,0,0
1154,2023,DE3,2,2,1,1,0,0
1155,2023,FQI,2,2,2,2,0,0
1156,2023,FBK,2,9,4,4,0,0
1157,2023,HAO,2,2,2,2,0,0
1158,2023,FAK,2,7,3,2,0,0
1159,2023,HLG,2,2,1,1,0,0
1160,2023,FL7,2,2,1,1,0,0
1161,2023,FRY,2,2,1,1,0,0
1162,2023,CT2,2,2,1,,0,0
1163,2023,EFK,2,2,1,3,0,0
1164,2023,CRE,2,2,1,2,0,0
1165,2023,DYL,2,2,2,1,0,0
1166,2023,A70,2,5,3,4,0,0
1167,2023,AID,2,2,1,1,0,0
1168,2023,CDN,2,2,1,1,0,0
1169,2023,A48,2,2,1,1,0,0
1170,2023,1PA,2,2,1,1,0,0
1171,2023,CIB,2,2,1,1,0,0
1172,2023,SGH,1,1,3,3,0,0
1173,2023,WMK,1,1,24,25,11,340
1174,2023,SEG,1,1,1,1,0,0
1175,2023,TBR,1,1,1,1,0,0
1176,2023,TRL,1,1,1,,0,0
1177,2023,XXE,1,1,1,1,0,0
1178,2023,RWL,1,1,1,1,0,0
1179,2023,OIC,1,1,1,1,0,0
1180,2023,NJ3,1,1,1,,0,0
1181,2023,LYU,1,1,2,2,0,0
1182,2023,ISS,1,1,1,1,0,0
1183,2023,MD2,1,1,1,1,0,0
1184,2023,LPW,1,12,10,10,0,0
1185,2023,GTY,1,1,1,1,0,0
1186,2023,GVL,1,1,1,1,0,0
1187,2023,FVO,1,1,2,5,0,0
1188,2023,HIE,1,1,3,2,0,0
1189,2023,FNR,1,1,1,1,0,0
1190,2023,GVT,1,1,1,1,0,0
1191,2023,A27,1,49,44,44,14769,0
1192,2023,1TX,1,1,5,5,0,0
1193,2023,A72,1,1,74,82,0,0
1194,2023,BFK,1,1,1,1,0,0
1195,2023,3NC,1,1,1,1,0,0
1196,2023,ASX,1,1,1,1,0,0
1197,2023,TOR,0,0,5,8,3741,0
1198,2023,UKI,0,0,280,284,198300,0
1199,2023,VWA,0,0,5,,6771,0
1200,2023,WSH,0,1,5,3,0,0
1201,2023,SVH,0,0,5,6,27506,0
1202,2023,SMN,0,0,1,1,0,0
1203,2023,TIK,0,0,1,4,3823,0
1204,2023,SVW,0,0,2,2,12191,0
1205,2023,UUK,0,0,2,1,4504,0
1206,2023,SRC,0,0,1,1,0,0
1207,2023,UXK,0,0,446,1,562710,0
1208,2023,TPF,0,0,1,1,0,0
1209,2023,ZXC,0,0,1,,18,0
1210,2023,TLR,0,0,1,1,1900,0
1211,2023,UAM,0,0,8,9,6354,0
1212,2023,XXV,0,0,1,1,0,0
1213,2023,XXP,0,0,28,28,17091,0
1214,2023,XXT,0,0,1,,4268,0
1215,2023,PHK,0,0,3,2,0,0
1216,2023,QMA,0,0,6,6,3200,0
1217,2023,NKI,0,22,71,72,0,376
1218,2023,RNM,0,0,1,1,0,0
1219,2023,RSN,0,0,1,1,0,0
1220,2023,MZJ,0,0,3,5,0,0
1221,2023,RWI,0,0,6,7,47770,0
1222,2023,NQA,0,0,1,1,81164,0
1223,2023,OSC,0,0,54,54,6789,0
1224,2023,MRN,0,0,1,1,0,0
1225,2023,N3C,0,0,1,1,0,0
1226,2023,OR3,0,0,2,2,366,0
1227,2023,NGU,0,0,26,21,135920,0
1228,2023,OSH,0,0,2,2,0,0
1229,2023,NIP,0,0,2,,661,0
1230,2023,RBG,0,0,624,458,128701,0
1231,2023,OUN,0,0,1,2,0,0
1232,2023,NUW,0,0,1,,1378,0
1233,2023,NCO,0,0,1,1,0,0
1234,2023,ONP,0,0,474,487,124341,0
1235,2023,RNH,0,0,1,1,519,0
1236,2023,MUO,0,0,4,3,50808,0
1237,2023,NZY,0,0,6,,0,0
1238,2023,PSK,0,0,4,5,407,0
1239,2023,RAC,0,0,1,1,0,0
1240,2023,NTD,0,0,4,2,6942,0
1241,2023,JVL,0,0,5,5,5990,0
1242,2023,LFI,0,0,4,2,300,0
1243,2023,MLT,0,0,1,1,426,0
1244,2023,MCF,0,0,2,1,49324,0
1245,2023,MFD,0,0,4,4,654,0
1246,2023,IAB,0,0,59,60,4193090,0
1247,2023,MI7,0,0,19,15,0,0
1248,2023,MN7,0,0,1,1,0,0
1249,2023,LCQ,0,0,1,1,0,0
1250,2023,MN8,0,0,1,,2115,0
1251,2023,ISO,0,0,4,4,0,0
1252,2023,IYK,0,0,251,418,230808,0
1253,2023,MEO,0,0,248,246,74422,0
1254,2023,CWS,0,0,1,,0,0
1255,2023,EDF,0,0,9,54,60487,0
1256,2023,EKA,0,0,20,21,18143,0
1257,2023,FDY,0,0,2,2,2955,0
1258,2023,DCU,0,0,10,10,6500,0
1259,2023,GA7,0,0,1,1,0,0
1260,2023,EDW,0,0,1,2,0,0
1261,2023,HLM,0,0,2,2,7141,0
1262,2023,GDC,0,0,23,22,47946,0
1263,2023,GSB,0,0,3,1,441,0
1264,2023,HST,0,0,2,2,6640,0
1265,2023,HUL,0,0,1,1,1311,0
1266,2023,GLW,0,0,1,1,0,0
1267,2023,GWO,0,0,1,2,0,0
1268,2023,DOV,0,44,50,57,627447,0
1269,2023,EIL,0,0,4,1,224505,0
1270,2023,FVQ,0,0,15,15,204993,0
1271,2023,FMN,0,0,364,505,203961,0
1272,2023,FQQ,0,0,3,3,9700,0
1273,2023,EGP,0,0,1,1,1894,0
1274,2023,GLR,0,0,28,57,35797,0
1275,2023,AUZ,0,0,25,25,0,0
1276,2023,A52,0,0,21,21,0,0
1277,2023,A20,0,0,217,218,4921036,0
1278,2023,A35,0,0,1,1,0,0
1279,2023,A06,0,0,19,19,46630,0
1280,2023,6GA,0,0,1,1,0,0
1281,2023,ANB,0,0,106,108,36103,0
1282,2023,3NY,0,0,1,1,0,0
1283,2023,BKT,0,0,1,1,16437,0
1284,2023,CLU,0,0,7,7,461,0
1285,2023,BTL,0,0,12,13,33815,0
1286,2023,ARA,0,0,10,10,35327,0
1287,2023,CIC,0,0,249,,188970,0
1288,2023,5GA,0,0,1,1,0,0
