Bus,busmap
15238,US0 77
15239,US0 77
1524,US0 99
15240,US0 63
15242,US0 92
15243,US0 36
15244,US0 15
15245,US0 69
15246,US0 69
15247,US0 69
15248,US0 77
15249,US0 22
1525,US0 41
15251,US0 96
15253,US0 51
15254,US0 76
15255,US0 33
15256,US0 63
15257,US0 12
15258,US0 12
15259,US0 29
15261,US0 27
15262,US0 36
15263,US0 51
15265,US0 48
15266,US0 69
15267,US0 33
15268,US0 37
15269,US0 15
1527,US0 41
15272,US0 63
15274,US0 38
15275,US0 69
15276,US0 69
15277,US0 69
15278,US0 69
15280,US0 93
15281,US0 93
15282,US0 63
15283,US0 38
15284,US0 69
15285,US0 69
15286,US0 69
15287,US0 93
1529,US0 47
15291,US0 38
15292,US0 38
15293,US0 72
15294,US0 93
15295,US0 99
15296,US0 76
15297,US0 99
15298,US0 29
153,US0 24
15300,US0 34
15302,US0 63
15303,US0 96
15304,US0 29
15305,US0 90
15307,US0 90
15309,US0 66
15310,US0 69
15312,US0 34
15313,US0 93
15314,US0 45
15315,US0 45
15317,US0 82
15319,US0 82
15321,US0 45
15322,US0 45
15324,US0 88
15326,US0 45
15327,US0 37
15328,US0 1
15329,US0 37
1533,US0 98
15330,US0 1
15331,US0 66
15333,US0 88
15334,US0 88
15335,US0 88
15337,US0 46
15338,US0 16
15339,US0 16
15340,US0 16
15343,US0 92
15345,US0 34
15347,US0 34
15349,US0 34
1535,US0 47
15350,US0 92
15351,US0 92
15352,US0 92
15354,US0 92
15355,US0 77
15356,US0 88
15357,US0 24
15359,US0 77
15361,US0 72
15362,US0 35
15363,US0 77
15364,US0 67
15366,US0 82
15368,US0 45
15369,US0 0
1537,US0 47
15372,US0 0
15375,US0 45
15376,US0 14
15377,US0 48
15378,US0 59
15379,US0 59
1538,US0 47
15380,US0 33
15381,US0 31
15382,US0 31
15384,US0 92
15385,US0 14
15387,US0 82
15388,US0 15
15389,US0 3
15391,US0 77
15392,US0 77
15393,US0 9
15394,US0 69
15395,US0 69
15396,US0 69
15398,US0 92
15399,US0 36
15402,US0 33
15403,US0 92
15406,US0 92
15408,US0 3
1541,US0 0
15411,US0 30
15415,US0 0
15417,US0 30
15418,US0 98
15419,US0 98
15420,US0 98
15421,US0 1
15422,US0 10
15424,US0 10
15425,US0 59
15426,US0 10
15427,US0 59
15428,US0 7
15429,US0 98
15430,US0 48
15431,US0 48
15432,US0 7
15433,US0 7
15434,US0 7
15435,US0 8
15436,US0 7
15437,US0 77
15439,US0 77
1544,US0 0
15441,US0 7
15442,US0 77
15443,US0 34
15444,US0 82
15446,US0 82
15448,US0 14
15449,US0 0
1545,US0 0
15451,US0 30
15452,US0 45
15453,US0 45
15454,US0 45
15455,US0 45
15456,US0 45
15457,US0 7
15458,US0 93
15462,US0 33
15463,US0 33
15464,US0 92
15465,US0 92
15470,US0 35
15471,US0 33
15472,US0 33
15473,US0 64
15474,US0 63
15476,US0 3
15477,US0 3
15478,US0 3
15479,US0 3
15481,US0 3
15482,US0 31
15483,US0 31
15484,US0 31
15485,US0 70
15486,US0 31
15487,US0 31
15489,US0 3
1549,US0 60
15490,US0 3
15492,US0 3
15493,US0 61
15494,US0 79
15495,US0 79
15496,US0 79
15497,US0 61
15498,US0 61
15499,US0 61
155,US0 51
15500,US0 61
15501,US0 38
15502,US0 3
15503,US0 61
15504,US0 61
15505,US0 3
15506,US0 3
15507,US0 22
15508,US0 3
1551,US0 36
15510,US0 42
15512,US0 42
15513,US0 73
15514,US0 73
15520,US0 42
15521,US0 42
15522,US0 3
15523,US0 3
15524,US0 3
15525,US0 3
15526,US0 7
15527,US0 7
15529,US0 90
1553,US0 0
15531,US0 7
15532,US0 7
15534,US0 7
15535,US0 3
15536,US0 77
15541,US0 3
15542,US0 3
15543,US0 82
15544,US0 7
15545,US0 7
15546,US0 7
15547,US0 70
15549,US0 3
1555,US0 55
15550,US0 48
15551,US0 77
15552,US0 27
15553,US0 3
15555,US0 77
15556,US0 3
15557,US0 3
15558,US0 3
15559,US0 3
15561,US0 16
15562,US0 50
15563,US0 50
15564,US0 50
15565,US0 50
15566,US0 64
15568,US0 7
15569,US0 7
1557,US0 0
15570,US0 7
15572,US0 64
15573,US0 96
15574,US0 42
15577,US0 42
15579,US0 42
15580,US0 88
15582,US0 42
15583,US0 35
15584,US0 35
15585,US0 48
15587,US0 64
15588,US0 64
15590,US0 35
15591,US0 48
15592,US0 7
15594,US0 6
15595,US0 6
15596,US0 27
15597,US0 93
15598,US0 7
1560,US0 55
15600,US0 71
15602,US0 77
15604,US0 77
15606,US0 64
15608,US0 72
15609,US0 77
15611,US0 9
15613,US0 35
15614,US0 42
15615,US0 9
15616,US0 7
15617,US0 7
15618,US0 7
15619,US0 0
15621,US0 0
15623,US0 0
15625,US0 0
15626,US0 0
15627,US0 25
15628,US0 34
15629,US0 6
1563,US0 0
15630,US0 64
15632,US0 93
15634,US0 72
15635,US0 92
15636,US0 72
15637,US0 72
15638,US0 72
1564,US0 28
15641,US0 64
15642,US0 48
15643,US0 48
15644,US0 7
15646,US0 7
15647,US0 7
15649,US0 77
15650,US0 32
15652,US0 64
15653,US0 77
15656,US0 5
15658,US0 32
15659,US0 7
1566,US0 28
15662,US0 48
15664,US0 7
15665,US0 7
15667,US0 55
15668,US0 72
15669,US0 7
15670,US0 7
15671,US0 92
15672,US0 88
15674,US0 88
15675,US0 67
15676,US0 39
15677,US0 82
15678,US0 82
15679,US0 39
15680,US0 82
15683,US0 33
15684,US0 24
15687,US0 45
15688,US0 45
1569,US0 98
15690,US0 25
15691,US0 25
15693,US0 45
15694,US0 62
15695,US0 7
15696,US0 7
15697,US0 7
15698,US0 7
15699,US0 7
157,US0 26
15700,US0 7
15701,US0 7
15703,US0 11
15704,US0 45
15706,US0 45
15708,US0 45
1571,US0 26
15710,US0 11
15711,US0 11
15712,US0 11
15713,US0 91
15715,US0 7
15716,US0 7
15717,US0 7
15718,US0 7
15719,US0 7
1572,US0 47
15722,US0 68
15723,US0 68
15724,US0 68
15725,US0 48
15727,US0 38
15729,US0 38
15730,US0 38
15731,US0 38
15732,US0 38
15733,US0 14
15735,US0 27
15736,US0 27
15737,US0 38
15738,US0 13
15739,US0 13
1574,US0 0
15740,US0 45
15741,US0 45
15742,US0 45
15744,US0 32
15745,US0 14
15746,US0 77
15747,US0 47
15748,US0 77
15749,US0 45
15750,US0 45
15752,US0 48
15753,US0 77
15756,US0 12
15757,US0 23
15758,US0 23
15759,US0 77
1576,US0 6
15760,US0 14
15763,US0 67
15764,US0 67
15767,US0 35
1577,US0 0
15771,US0 38
15777,US0 14
15780,US0 72
15782,US0 45
15783,US0 45
15785,US0 0
15786,US0 55
15788,US0 7
15792,US0 76
15794,US0 12
15795,US0 8
15796,US0 18
15798,US0 47
1580,US0 6
15800,US0 76
15801,US0 14
15802,US0 68
15803,US0 79
15807,US0 10
15808,US0 10
15809,US0 9
15810,US0 16
15811,US0 5
15812,US0 48
15813,US0 1
15815,US0 27
15816,US0 44
15817,US0 49
15819,US0 25
1582,US0 76
15820,US0 24
15821,US0 24
15823,US0 2
15827,US0 45
15828,US0 47
1583,US0 26
15830,US0 49
15831,US0 5
15832,US0 49
15833,US0 49
15834,US0 49
15835,US0 24
15838,US0 52
15839,US0 6
1584,US0 54
15840,US0 14
15841,US0 48
15844,US0 13
15845,US0 13
15846,US0 42
15847,US0 49
15848,US0 49
15851,US0 49
15852,US0 11
15853,US0 77
15855,US0 78
15856,US0 78
15857,US0 78
1586,US0 72
15860,US0 0
15861,US0 0
15862,US0 48
15863,US0 48
15868,US0 78
15871,US0 43
15872,US0 68
15874,US0 56
15876,US0 78
15878,US0 0
15880,US0 0
15882,US0 0
15884,US0 0
15886,US0 0
15887,US0 0
15888,US0 0
15889,US0 54
1589,US0 54
15890,US0 29
15891,US0 6
15892,US0 60
15895,US0 49
15896,US0 30
15897,US0 51
15898,US0 49
15899,US0 5
1590,US0 33
15901,US0 48
15904,US0 6
15905,US0 96
15907,US0 60
15908,US0 24
15911,US0 6
15912,US0 68
15915,US0 30
15917,US0 68
15918,US0 68
15921,US0 13
15924,US0 54
15925,US0 68
15926,US0 68
15927,US0 68
15928,US0 54
15929,US0 12
1593,US0 33
15930,US0 98
15931,US0 5
15933,US0 5
15934,US0 77
15935,US0 48
15937,US0 84
15938,US0 48
15940,US0 3
15941,US0 47
15942,US0 47
15943,US0 92
15945,US0 59
15946,US0 42
15948,US0 68
15949,US0 6
15950,US0 42
15952,US0 6
15954,US0 54
15958,US0 54
15959,US0 53
1596,US0 26
15960,US0 53
15961,US0 53
15962,US0 38
15964,US0 98
15965,US0 13
15966,US0 47
15967,US0 32
15971,US0 9
15972,US0 68
15973,US0 55
15974,US0 55
15975,US0 68
15977,US0 6
15979,US0 6
1598,US0 38
15980,US0 6
15981,US0 82
15982,US0 84
15983,US0 84
15985,US0 82
15986,US0 28
15987,US0 64
15988,US0 47
15989,US0 9
15991,US0 32
15996,US0 94
15997,US0 54
1600,US0 38
16000,US0 38
16001,US0 38
16003,US0 33
16004,US0 27
16007,US0 33
16008,US0 74
16009,US0 74
16011,US0 84
16012,US0 84
16014,US0 16
16015,US0 77
16018,US0 48
16019,US0 77
1602,US0 56
16020,US0 77
16021,US0 6
16022,US0 49
16023,US0 56
16025,US0 48
16026,US0 38
16027,US0 38
16028,US0 77
16030,US0 54
16033,US0 85
16034,US0 8
16036,US0 5
1604,US0 75
16040,US0 17
16042,US0 8
16043,US0 8
16044,US0 8
16045,US0 8
16046,US0 29
16048,US0 17
16050,US0 18
16053,US0 33
16054,US0 80
16055,US0 80
16057,US0 9
16059,US0 36
16060,US0 30
16062,US0 55
16064,US0 54
16065,US0 58
16066,US0 0
16069,US0 13
1607,US0 56
16070,US0 52
16071,US0 52
16072,US0 52
16075,US0 49
16076,US0 1
16077,US0 48
16079,US0 48
16080,US0 48
16081,US0 2
16082,US0 2
16085,US0 1
16087,US0 79
16089,US0 48
16091,US0 1
16092,US0 91
16096,US0 9
16097,US0 96
16099,US0 6
161,US0 30
1610,US0 56
16100,US0 49
16101,US0 49
16102,US0 79
16103,US0 6
16105,US0 12
16106,US0 48
16108,US0 49
16109,US0 49
16110,US0 1
16112,US0 49
16113,US0 49
16114,US0 49
16116,US0 28
16117,US0 49
16119,US0 27
16121,US0 48
16123,US0 64
16126,US0 49
16127,US0 96
16128,US0 96
16129,US0 96
1613,US0 56
16130,US0 3
16131,US0 96
16132,US0 49
16134,US0 96
16135,US0 96
16136,US0 96
16137,US0 96
16140,US0 96
16141,US0 96
16143,US0 96
16146,US0 96
16147,US0 96
16148,US0 46
16149,US0 4
1615,US0 82
16151,US0 96
16152,US0 96
16153,US0 96
16154,US0 96
16155,US0 96
16156,US0 96
16157,US0 96
16158,US0 8
16160,US0 96
16163,US0 69
16164,US0 8
16166,US0 8
16168,US0 85
16169,US0 4
1617,US0 13
16170,US0 85
16171,US0 8
16172,US0 96
16173,US0 18
16175,US0 4
16176,US0 4
16177,US0 8
16179,US0 8
16180,US0 96
16181,US0 8
16183,US0 4
16184,US0 4
16186,US0 51
16187,US0 51
16188,US0 51
16189,US0 51
16190,US0 8
16191,US0 8
16192,US0 51
16193,US0 51
16194,US0 51
16195,US0 51
16197,US0 8
16198,US0 8
16199,US0 8
162,US0 61
1620,US0 92
16200,US0 8
16202,US0 51
16203,US0 51
16204,US0 51
16209,US0 51
1621,US0 92
16210,US0 51
16211,US0 44
16213,US0 8
16214,US0 8
16215,US0 24
16216,US0 24
16217,US0 8
16218,US0 8
16219,US0 78
16220,US0 46
16221,US0 78
16222,US0 78
16224,US0 78
16226,US0 15
16227,US0 15
16228,US0 5
16229,US0 78
1623,US0 75
16230,US0 78
16231,US0 78
16232,US0 78
16233,US0 85
16234,US0 96
16235,US0 24
16236,US0 13
16237,US0 96
16239,US0 4
16240,US0 15
16241,US0 15
16242,US0 67
16245,US0 85
16246,US0 8
16248,US0 8
16250,US0 8
16251,US0 8
16254,US0 51
16255,US0 51
16256,US0 51
16259,US0 36
16260,US0 8
16263,US0 24
16264,US0 24
16266,US0 78
16268,US0 8
16269,US0 8
1627,US0 56
16271,US0 15
16272,US0 46
16273,US0 46
16274,US0 51
16275,US0 96
16277,US0 8
16278,US0 8
16279,US0 8
16280,US0 13
16281,US0 13
16283,US0 13
16284,US0 13
16285,US0 13
16287,US0 8
16288,US0 8
16289,US0 8
1629,US0 8
16291,US0 8
16292,US0 77
16293,US0 51
16294,US0 8
16295,US0 8
16296,US0 77
16298,US0 24
163,US0 61
1630,US0 98
16300,US0 40
16301,US0 40
16302,US0 29
16303,US0 29
16304,US0 8
16305,US0 90
16306,US0 40
16307,US0 40
16308,US0 24
16309,US0 24
16310,US0 24
16312,US0 88
16313,US0 45
16314,US0 60
16315,US0 22
16316,US0 0
16317,US0 0
16318,US0 0
1632,US0 98
16320,US0 51
16322,US0 15
16323,US0 34
16324,US0 24
16325,US0 24
16326,US0 20
16327,US0 73
16328,US0 0
16329,US0 22
16330,US0 0
16331,US0 16
16332,US0 16
16333,US0 16
16334,US0 66
16335,US0 0
16336,US0 0
16338,US0 0
16339,US0 68
1634,US0 98
16341,US0 68
16342,US0 68
16343,US0 68
16344,US0 68
16345,US0 0
16346,US0 31
16347,US0 31
16348,US0 23
16349,US0 23
16351,US0 5
16352,US0 17
16353,US0 48
16355,US0 85
16356,US0 1
16358,US0 92
16359,US0 57
1636,US0 0
16360,US0 5
16361,US0 17
16362,US0 17
16363,US0 17
16366,US0 17
16367,US0 17
16369,US0 17
16370,US0 17
16374,US0 17
16375,US0 70
16376,US0 17
16378,US0 49
16379,US0 49
16380,US0 49
16381,US0 49
16382,US0 54
16384,US0 71
16385,US0 88
16387,US0 88
16389,US0 36
1639,US0 13
16391,US0 78
16392,US0 78
16393,US0 17
16395,US0 12
16396,US0 48
16397,US0 79
1640,US0 35
16400,US0 0
16402,US0 0
16403,US0 0
16408,US0 48
16410,US0 48
16411,US0 6
16412,US0 47
16414,US0 23
16417,US0 0
16418,US0 17
16420,US0 71
16422,US0 71
16424,US0 47
16426,US0 79
16429,US0 7
1643,US0 72
16430,US0 7
16431,US0 7
16432,US0 7
16433,US0 7
16434,US0 47
16435,US0 59
16436,US0 26
16437,US0 79
16438,US0 79
16439,US0 79
16440,US0 7
16442,US0 75
16444,US0 15
16445,US0 15
16446,US0 72
16447,US0 72
16451,US0 33
16452,US0 59
16453,US0 59
16456,US0 59
16457,US0 78
1646,US0 75
16461,US0 59
16463,US0 59
16464,US0 86
16465,US0 24
16466,US0 24
16467,US0 44
16469,US0 44
16470,US0 44
16471,US0 44
16472,US0 44
16473,US0 44
16474,US0 44
16475,US0 44
16476,US0 44
16477,US0 44
16478,US0 44
16479,US0 44
1648,US0 13
16480,US0 44
16481,US0 44
16482,US0 24
16483,US0 24
16484,US0 79
16486,US0 9
16487,US0 9
16489,US0 59
16490,US0 15
16492,US0 59
16497,US0 15
16498,US0 91
165,US0 61
16502,US0 27
16503,US0 15
16504,US0 15
16505,US0 15
16508,US0 59
1651,US0 75
16510,US0 59
16512,US0 15
16513,US0 34
16515,US0 38
16516,US0 10
16519,US0 10
1652,US0 75
16522,US0 10
16523,US0 59
16526,US0 38
16527,US0 59
16528,US0 11
16529,US0 22
16530,US0 22
16531,US0 22
16532,US0 10
16533,US0 10
16534,US0 59
16535,US0 10
16536,US0 10
16537,US0 10
16538,US0 10
16539,US0 59
1654,US0 72
16540,US0 59
16541,US0 59
16542,US0 59
16543,US0 59
16544,US0 59
16545,US0 59
16546,US0 10
16548,US0 59
16549,US0 22
16550,US0 22
16551,US0 22
16553,US0 65
16554,US0 22
16556,US0 32
16557,US0 32
16558,US0 32
16559,US0 32
16561,US0 10
16563,US0 32
16564,US0 10
16565,US0 10
16566,US0 10
16567,US0 59
1657,US0 38
16570,US0 32
16571,US0 32
16572,US0 32
16573,US0 32
16574,US0 32
16575,US0 32
16576,US0 10
16577,US0 10
16578,US0 32
16579,US0 32
1658,US0 47
16580,US0 84
16581,US0 65
16583,US0 10
16584,US0 10
16585,US0 10
16586,US0 59
16587,US0 10
16589,US0 59
16590,US0 10
16591,US0 10
16592,US0 59
16594,US0 32
16597,US0 10
16598,US0 10
16599,US0 10
16600,US0 10
16608,US0 9
16609,US0 9
16612,US0 52
16614,US0 10
16615,US0 10
16616,US0 10
16617,US0 10
16618,US0 42
16619,US0 42
1662,US0 98
16620,US0 59
16622,US0 59
16623,US0 59
16625,US0 59
16626,US0 52
16627,US0 52
16629,US0 59
1663,US0 98
16630,US0 59
16631,US0 43
16632,US0 43
16633,US0 43
16634,US0 85
16635,US0 67
16638,US0 3
16639,US0 59
16640,US0 28
16643,US0 72
16644,US0 20
16645,US0 80
16646,US0 80
16648,US0 20
16649,US0 20
1665,US0 0
16650,US0 3
16651,US0 51
16652,US0 56
16654,US0 56
16655,US0 24
16657,US0 3
16658,US0 24
16659,US0 24
16660,US0 24
16661,US0 24
16664,US0 24
16667,US0 20
16668,US0 51
16670,US0 44
16671,US0 44
16672,US0 44
16673,US0 20
16674,US0 20
16675,US0 72
16676,US0 82
16678,US0 3
16679,US0 3
1668,US0 98
16680,US0 20
16682,US0 20
16684,US0 20
16686,US0 82
16687,US0 82
16688,US0 82
16689,US0 82
16690,US0 20
16691,US0 82
16692,US0 82
16693,US0 9
16694,US0 5
16695,US0 5
16697,US0 71
16699,US0 72
167,US0 61
1670,US0 7
16700,US0 49
16701,US0 49
16702,US0 72
16703,US0 72
16704,US0 2
16705,US0 60
16707,US0 82
16708,US0 45
16709,US0 54
1671,US0 64
16710,US0 82
16712,US0 36
16714,US0 13
16715,US0 49
16716,US0 59
16718,US0 59
16719,US0 82
1672,US0 64
16722,US0 82
16723,US0 82
16724,US0 82
16725,US0 82
16727,US0 72
16728,US0 99
16730,US0 72
16737,US0 27
16738,US0 76
16739,US0 31
16740,US0 31
16741,US0 31
16743,US0 30
16744,US0 86
16746,US0 61
16748,US0 0
1675,US0 44
16750,US0 82
16751,US0 68
16752,US0 68
16756,US0 80
16758,US0 82
16759,US0 82
16761,US0 76
16763,US0 98
16764,US0 82
16766,US0 30
16767,US0 98
16769,US0 98
1677,US0 13
16771,US0 98
16772,US0 81
16774,US0 98
16775,US0 49
16776,US0 88
16778,US0 32
16779,US0 32
16783,US0 0
16784,US0 0
16786,US0 0
16787,US0 32
16789,US0 0
1679,US0 11
16791,US0 20
16794,US0 20
16795,US0 20
16796,US0 20
16797,US0 20
16798,US0 20
16800,US0 75
16801,US0 15
16802,US0 13
16803,US0 47
16805,US0 69
16806,US0 77
16808,US0 5
16809,US0 5
16810,US0 47
16811,US0 54
16813,US0 1
16817,US0 89
16818,US0 97
1682,US0 11
16820,US0 83
16822,US0 45
16824,US0 45
16825,US0 29
16826,US0 54
16827,US0 54
16828,US0 54
16829,US0 15
16830,US0 92
16832,US0 88
16834,US0 88
16835,US0 6
16836,US0 59
16838,US0 59
16839,US0 59
16843,US0 59
16844,US0 88
16846,US0 59
16847,US0 59
16848,US0 59
16849,US0 59
1685,US0 67
16850,US0 59
16853,US0 89
16855,US0 54
16856,US0 27
16857,US0 22
16858,US0 54
16859,US0 22
1686,US0 67
16861,US0 54
16862,US0 28
16863,US0 88
16864,US0 22
16866,US0 97
16868,US0 15
16869,US0 15
1687,US0 56
16870,US0 15
16872,US0 15
16873,US0 43
16874,US0 8
16875,US0 8
16877,US0 51
16879,US0 51
1688,US0 67
16880,US0 51
16881,US0 8
16882,US0 51
16885,US0 23
16886,US0 8
16887,US0 43
16889,US0 32
1689,US0 67
16890,US0 15
16892,US0 88
16895,US0 32
16896,US0 32
16899,US0 92
16901,US0 33
16903,US0 45
16904,US0 31
16905,US0 43
16906,US0 43
16908,US0 69
16909,US0 61
16910,US0 79
16913,US0 30
16915,US0 30
16916,US0 30
16919,US0 60
1692,US0 70
16921,US0 44
16922,US0 96
16923,US0 96
16924,US0 96
16925,US0 70
16926,US0 88
16929,US0 91
1693,US0 70
16932,US0 91
16933,US0 91
16936,US0 26
16937,US0 24
16941,US0 11
16942,US0 11
16944,US0 43
16945,US0 12
16946,US0 60
16947,US0 60
16948,US0 67
16949,US0 67
16950,US0 67
16952,US0 15
16953,US0 69
16955,US0 15
16956,US0 15
16957,US0 15
16958,US0 15
16959,US0 1
1696,US0 70
16960,US0 69
16961,US0 14
16962,US0 43
16963,US0 14
16964,US0 43
16965,US0 43
16967,US0 43
16968,US0 14
1697,US0 70
16970,US0 14
16971,US0 14
16972,US0 14
16974,US0 14
16976,US0 95
16977,US0 93
16978,US0 93
16979,US0 93
16981,US0 93
16982,US0 93
16983,US0 14
16984,US0 14
16985,US0 14
16986,US0 14
16987,US0 14
16988,US0 14
16989,US0 14
16990,US0 14
16991,US0 15
16992,US0 14
16993,US0 14
16994,US0 43
16995,US0 43
16996,US0 43
16997,US0 14
16999,US0 14
170,US0 61
1700,US0 63
17001,US0 14
17004,US0 43
17005,US0 43
17006,US0 79
17007,US0 79
17008,US0 79
17010,US0 45
17014,US0 8
17016,US0 8
17017,US0 8
17019,US0 58
1702,US0 72
17020,US0 8
17021,US0 8
17022,US0 69
17023,US0 69
17025,US0 69
17026,US0 33
17029,US0 49
17031,US0 58
17033,US0 49
17036,US0 95
17037,US0 32
17039,US0 43
1704,US0 67
17040,US0 43
17041,US0 49
17042,US0 49
17043,US0 49
17044,US0 49
17046,US0 49
17047,US0 49
17049,US0 43
17050,US0 32
17052,US0 95
17054,US0 49
17055,US0 33
17056,US0 32
17057,US0 32
17059,US0 24
17060,US0 24
17061,US0 24
17064,US0 95
17066,US0 24
17067,US0 24
17068,US0 24
1707,US0 33
17070,US0 24
17071,US0 24
17073,US0 24
17075,US0 24
17077,US0 95
17078,US0 95
17079,US0 49
1708,US0 33
17083,US0 36
17084,US0 40
17085,US0 40
17086,US0 40
17088,US0 71
17089,US0 40
17090,US0 40
17091,US0 40
17092,US0 40
17093,US0 40
17094,US0 97
17095,US0 40
17097,US0 97
17098,US0 97
17099,US0 97
1710,US0 63
17100,US0 97
17101,US0 97
17102,US0 97
17103,US0 40
17104,US0 40
17105,US0 97
17106,US0 79
17109,US0 97
17110,US0 97
17111,US0 97
17112,US0 97
17114,US0 97
17115,US0 97
17116,US0 97
17118,US0 97
17119,US0 97
17121,US0 97
17123,US0 97
17127,US0 71
17128,US0 15
17129,US0 49
1713,US0 33
17130,US0 15
17131,US0 15
17132,US0 15
17133,US0 15
17134,US0 15
17135,US0 15
17136,US0 15
17137,US0 15
17138,US0 36
17139,US0 40
17140,US0 36
17141,US0 80
17142,US0 80
17144,US0 80
17146,US0 40
17148,US0 36
17150,US0 36
17151,US0 36
17152,US0 36
17153,US0 36
17155,US0 6
17157,US0 6
1716,US0 63
17160,US0 17
17162,US0 97
17163,US0 17
17164,US0 17
17166,US0 82
17173,US0 97
17174,US0 97
17176,US0 6
17177,US0 33
17182,US0 89
17183,US0 89
17185,US0 43
17186,US0 43
17188,US0 94
1719,US0 33
17190,US0 94
17191,US0 94
17193,US0 5
17196,US0 33
17198,US0 51
17199,US0 51
17200,US0 51
17201,US0 51
17202,US0 51
17203,US0 51
17204,US0 51
17208,US0 24
17209,US0 51
1721,US0 33
17210,US0 24
17211,US0 24
17212,US0 24
17214,US0 82
17216,US0 51
17217,US0 51
17218,US0 51
17221,US0 51
17222,US0 51
17223,US0 51
17225,US0 3
17226,US0 51
17229,US0 43
1723,US0 63
17230,US0 43
17231,US0 43
17233,US0 43
17236,US0 34
17238,US0 90
17239,US0 90
17241,US0 90
17242,US0 90
17243,US0 32
17246,US0 36
17247,US0 43
17248,US0 43
17249,US0 43
1725,US0 63
17251,US0 43
17253,US0 43
17254,US0 43
17255,US0 43
17256,US0 14
17258,US0 40
17264,US0 40
17265,US0 69
17266,US0 40
17267,US0 40
17268,US0 79
17270,US0 29
17271,US0 29
17272,US0 40
17275,US0 40
17276,US0 40
17277,US0 40
17279,US0 40
1728,US0 67
17281,US0 40
17282,US0 40
17284,US0 40
17286,US0 29
17289,US0 40
17290,US0 40
17291,US0 40
17292,US0 67
17293,US0 29
17295,US0 27
17296,US0 78
17297,US0 43
17299,US0 43
173,US0 61
1730,US0 33
17300,US0 78
17301,US0 29
17302,US0 29
17304,US0 48
17305,US0 66
17307,US0 69
17309,US0 52
17311,US0 52
17314,US0 87
17315,US0 38
17316,US0 12
17317,US0 12
17318,US0 32
17319,US0 7
17320,US0 7
17321,US0 7
17322,US0 32
17323,US0 32
17326,US0 52
17328,US0 35
17329,US0 35
1733,US0 63
17330,US0 5
17331,US0 22
17332,US0 33
17333,US0 33
17334,US0 36
17336,US0 36
17337,US0 36
17339,US0 92
17340,US0 76
17341,US0 54
17342,US0 54
17343,US0 69
17344,US0 54
17347,US0 47
17349,US0 67
17350,US0 67
17351,US0 18
17354,US0 58
17356,US0 58
17357,US0 0
17358,US0 15
17359,US0 15
1736,US0 89
17360,US0 27
17361,US0 22
17362,US0 47
17364,US0 20
17366,US0 20
17367,US0 58
17369,US0 8
17370,US0 15
17372,US0 15
17374,US0 15
17375,US0 23
17376,US0 23
17377,US0 58
17379,US0 58
1738,US0 33
17380,US0 58
17381,US0 8
17382,US0 8
17384,US0 8
17386,US0 8
17387,US0 58
17388,US0 8
17389,US0 58
17390,US0 8
17391,US0 58
17392,US0 8
17393,US0 8
17394,US0 58
17395,US0 83
17396,US0 58
17397,US0 58
17399,US0 58
17401,US0 47
17402,US0 79
17404,US0 79
17405,US0 58
17406,US0 58
17408,US0 58
17409,US0 58
1741,US0 63
17410,US0 58
17412,US0 59
17413,US0 97
17416,US0 95
17417,US0 95
17419,US0 95
1742,US0 63
17421,US0 95
17422,US0 40
17423,US0 40
17424,US0 40
17425,US0 40
17426,US0 40
17427,US0 40
17428,US0 40
17430,US0 65
17431,US0 36
17432,US0 36
17433,US0 85
17437,US0 95
17438,US0 95
17439,US0 40
17440,US0 84
17442,US0 49
17446,US0 10
17447,US0 10
17448,US0 32
17450,US0 8
17452,US0 8
17453,US0 8
17454,US0 8
17455,US0 95
17456,US0 27
17457,US0 84
17458,US0 4
1746,US0 33
17460,US0 84
17461,US0 79
17462,US0 4
17464,US0 47
17466,US0 85
17467,US0 23
17468,US0 85
17469,US0 85
17470,US0 10
17474,US0 78
17476,US0 78
17477,US0 78
17479,US0 78
1748,US0 63
17480,US0 78
17481,US0 78
17482,US0 78
17484,US0 78
17486,US0 78
17487,US0 78
17488,US0 23
17489,US0 87
17491,US0 78
17494,US0 51
17495,US0 51
17496,US0 10
17498,US0 10
17499,US0 41
175,US0 61
17500,US0 92
17501,US0 10
17502,US0 43
17503,US0 43
17504,US0 43
17505,US0 43
17507,US0 71
17509,US0 95
1751,US0 27
17510,US0 95
17511,US0 43
17514,US0 60
17515,US0 60
17516,US0 85
17517,US0 85
17519,US0 43
1752,US0 27
17520,US0 58
17522,US0 36
17523,US0 36
17526,US0 36
17528,US0 36
17529,US0 85
17530,US0 99
17531,US0 85
17532,US0 85
17533,US0 85
17534,US0 85
17537,US0 97
17539,US0 97
1754,US0 33
17540,US0 97
17543,US0 97
17546,US0 72
17548,US0 97
17549,US0 97
17551,US0 97
17553,US0 97
17554,US0 17
17556,US0 71
17557,US0 71
17558,US0 71
17559,US0 97
1756,US0 11
17560,US0 97
17561,US0 97
17562,US0 97
17563,US0 97
17564,US0 72
17565,US0 97
17566,US0 97
17567,US0 97
17568,US0 97
17569,US0 15
17570,US0 15
17571,US0 97
17572,US0 67
17573,US0 97
17579,US0 97
1758,US0 66
17581,US0 97
17583,US0 97
17591,US0 97
17592,US0 97
17594,US0 97
17595,US0 97
17596,US0 97
17598,US0 40
17599,US0 97
17604,US0 85
17605,US0 51
17607,US0 51
17608,US0 51
17609,US0 51
1761,US0 9
17610,US0 51
