Bus,busmap
21950,US0 70
21951,US0 70
21952,US0 70
21953,US0 70
21954,US0 70
21955,US0 70
21956,US0 70
21958,US0 14
21959,US0 14
21960,US0 14
21961,US0 93
21963,US0 93
21964,US0 93
21965,US0 93
21966,US0 93
21967,US0 14
2197,US0 52
21970,US0 36
21971,US0 65
21972,US0 70
21973,US0 70
21974,US0 18
21975,US0 18
21976,US0 18
21977,US0 6
21979,US0 65
21980,US0 65
21988,US0 62
21989,US0 62
2199,US0 52
21990,US0 62
21991,US0 65
21992,US0 20
21994,US0 93
21995,US0 93
21996,US0 65
21997,US0 65
21998,US0 72
220,US0 30
22000,US0 65
22001,US0 65
22002,US0 65
22005,US0 4
22006,US0 65
22008,US0 65
22009,US0 65
22011,US0 30
22015,US0 93
22016,US0 93
22017,US0 65
22018,US0 73
22019,US0 73
2202,US0 70
22023,US0 73
22024,US0 95
22025,US0 14
22026,US0 14
22027,US0 73
22028,US0 42
2203,US0 52
22030,US0 65
22031,US0 9
22032,US0 65
22033,US0 65
22035,US0 65
22036,US0 65
22037,US0 65
22040,US0 65
22042,US0 24
22043,US0 78
22046,US0 84
22047,US0 84
22048,US0 65
22049,US0 65
2205,US0 9
22051,US0 65
22052,US0 78
22053,US0 78
22054,US0 18
22055,US0 9
22056,US0 9
22057,US0 72
22058,US0 72
22059,US0 89
2206,US0 42
22060,US0 89
22061,US0 89
22062,US0 89
22064,US0 93
22065,US0 42
22066,US0 72
22067,US0 72
22068,US0 42
22070,US0 72
22071,US0 42
22076,US0 65
22077,US0 65
22078,US0 65
22079,US0 72
2208,US0 42
22080,US0 72
22081,US0 65
22084,US0 72
22085,US0 42
22086,US0 84
22087,US0 72
22088,US0 72
22089,US0 84
22090,US0 84
22091,US0 84
22093,US0 72
22094,US0 72
22095,US0 72
22096,US0 72
22097,US0 63
22098,US0 84
22099,US0 84
2210,US0 42
22100,US0 84
22101,US0 72
22103,US0 63
22104,US0 72
22105,US0 72
22107,US0 20
22108,US0 72
22109,US0 20
22110,US0 20
22112,US0 72
22113,US0 65
22115,US0 20
22116,US0 20
22117,US0 20
22118,US0 72
22119,US0 72
2212,US0 9
22120,US0 72
22121,US0 89
22123,US0 63
22124,US0 54
22125,US0 89
22126,US0 89
22127,US0 89
22128,US0 63
22129,US0 63
22130,US0 63
22132,US0 89
22133,US0 89
22134,US0 42
22136,US0 20
22137,US0 63
22139,US0 63
22140,US0 63
22141,US0 63
22142,US0 38
22144,US0 72
22145,US0 36
22148,US0 72
2215,US0 42
22150,US0 72
22151,US0 72
22152,US0 72
22153,US0 36
22154,US0 71
22155,US0 26
22156,US0 26
22158,US0 18
22159,US0 63
22160,US0 63
22161,US0 65
22163,US0 65
22164,US0 65
22165,US0 65
22167,US0 64
22169,US0 64
22170,US0 64
22171,US0 65
22174,US0 42
22175,US0 69
22176,US0 65
22177,US0 70
22179,US0 52
2218,US0 52
22182,US0 20
22183,US0 20
22184,US0 75
22185,US0 75
22186,US0 70
22187,US0 70
22188,US0 70
22189,US0 20
22190,US0 20
22191,US0 70
22192,US0 46
22193,US0 46
22194,US0 46
22195,US0 46
22197,US0 46
22198,US0 46
22199,US0 46
22200,US0 46
22202,US0 46
22203,US0 46
22205,US0 70
22206,US0 70
22207,US0 70
22208,US0 70
22209,US0 70
2221,US0 52
22210,US0 46
22211,US0 46
22213,US0 70
22214,US0 52
22216,US0 70
22217,US0 70
22218,US0 70
22221,US0 70
22222,US0 70
22223,US0 70
22224,US0 70
22225,US0 70
22226,US0 70
22227,US0 70
22229,US0 70
2223,US0 52
22230,US0 70
22231,US0 70
22232,US0 70
22233,US0 18
22235,US0 18
22236,US0 70
22237,US0 70
22238,US0 70
22239,US0 70
22240,US0 70
22241,US0 70
22243,US0 52
22245,US0 46
22246,US0 70
22247,US0 46
22248,US0 46
22249,US0 18
22251,US0 18
22252,US0 18
22253,US0 18
22255,US0 46
22256,US0 46
22257,US0 46
22258,US0 46
22259,US0 46
2226,US0 43
22260,US0 46
22261,US0 46
22262,US0 70
22263,US0 70
22264,US0 46
22265,US0 89
22266,US0 20
22267,US0 20
22268,US0 20
22269,US0 20
22270,US0 18
22271,US0 18
22272,US0 18
22273,US0 18
22274,US0 18
22275,US0 18
22276,US0 18
22277,US0 18
2228,US0 52
22280,US0 70
22281,US0 70
22282,US0 18
22283,US0 54
22284,US0 54
22286,US0 54
22287,US0 54
22288,US0 20
2229,US0 9
22292,US0 18
22293,US0 18
22296,US0 18
22297,US0 18
22298,US0 18
223,US0 84
22303,US0 36
22304,US0 20
22305,US0 20
22306,US0 18
22307,US0 18
22309,US0 76
2231,US0 42
22310,US0 76
22311,US0 18
22314,US0 18
22315,US0 18
22316,US0 18
22317,US0 18
22318,US0 46
22319,US0 46
2232,US0 52
22321,US0 46
22323,US0 46
22324,US0 46
22325,US0 46
22326,US0 46
22327,US0 46
22328,US0 46
22329,US0 46
22331,US0 33
22332,US0 46
22333,US0 46
22334,US0 46
22335,US0 46
22336,US0 46
22338,US0 46
22340,US0 46
22342,US0 46
22343,US0 46
22345,US0 46
22346,US0 18
22347,US0 18
22348,US0 18
22349,US0 18
2235,US0 52
22350,US0 18
22351,US0 18
22352,US0 18
22357,US0 18
22358,US0 30
22359,US0 25
22361,US0 18
22362,US0 18
22364,US0 30
22370,US0 18
22373,US0 81
22375,US0 18
22377,US0 67
22378,US0 67
2238,US0 38
22382,US0 67
22383,US0 18
22385,US0 18
22388,US0 18
22390,US0 18
22391,US0 18
22392,US0 18
22393,US0 18
22394,US0 18
22395,US0 18
22396,US0 18
22397,US0 18
22398,US0 18
22399,US0 18
2240,US0 73
22400,US0 18
22401,US0 18
22402,US0 18
22403,US0 18
22404,US0 18
22407,US0 18
22409,US0 18
2241,US0 38
22410,US0 18
22411,US0 67
22414,US0 67
22415,US0 2
22416,US0 18
22417,US0 18
22418,US0 18
2242,US0 38
22420,US0 27
22423,US0 18
22424,US0 63
22425,US0 67
22426,US0 67
22427,US0 67
22428,US0 20
22429,US0 20
2243,US0 64
22430,US0 67
22432,US0 67
22433,US0 67
22434,US0 4
22435,US0 78
22436,US0 78
22437,US0 67
22439,US0 9
22441,US0 9
22442,US0 9
22443,US0 46
22444,US0 18
22445,US0 18
22447,US0 73
2245,US0 61
22454,US0 46
22455,US0 46
22456,US0 46
22457,US0 46
22458,US0 46
22459,US0 46
22460,US0 46
22461,US0 46
22462,US0 46
22463,US0 46
22464,US0 46
22465,US0 46
22466,US0 46
22467,US0 46
22468,US0 46
22469,US0 46
2247,US0 73
22470,US0 46
22471,US0 46
22472,US0 46
22473,US0 46
22474,US0 46
22476,US0 46
22477,US0 46
22478,US0 46
22481,US0 46
22483,US0 54
22484,US0 54
22488,US0 27
22489,US0 54
2249,US0 73
22490,US0 54
22496,US0 46
22497,US0 72
22498,US0 95
22499,US0 46
22503,US0 46
22504,US0 46
22505,US0 46
22506,US0 46
22507,US0 46
22508,US0 46
22509,US0 46
2251,US0 73
22512,US0 84
22513,US0 4
22515,US0 4
22517,US0 6
22518,US0 4
22519,US0 85
22520,US0 54
22521,US0 6
22522,US0 4
22526,US0 11
22528,US0 46
22529,US0 4
22532,US0 4
22533,US0 4
22535,US0 60
22536,US0 4
22538,US0 76
2254,US0 9
22544,US0 4
22545,US0 4
22546,US0 4
22547,US0 4
22548,US0 4
22549,US0 4
2255,US0 7
22550,US0 76
22552,US0 76
22553,US0 9
22554,US0 9
22555,US0 76
22557,US0 52
22558,US0 52
22564,US0 4
22565,US0 4
22566,US0 4
22567,US0 29
22568,US0 4
22569,US0 4
22571,US0 29
22573,US0 18
22574,US0 29
22576,US0 29
22577,US0 29
22579,US0 29
2258,US0 38
22580,US0 29
22581,US0 29
22582,US0 29
22583,US0 29
22586,US0 29
22587,US0 4
22588,US0 78
22589,US0 78
22590,US0 78
22593,US0 78
22594,US0 71
22595,US0 4
22596,US0 4
22597,US0 72
22598,US0 72
226,US0 25
2260,US0 95
22600,US0 72
22601,US0 72
22602,US0 72
22603,US0 72
22604,US0 20
22605,US0 62
22607,US0 62
22609,US0 52
22611,US0 52
22612,US0 27
22613,US0 72
22616,US0 89
22617,US0 89
2262,US0 73
22621,US0 72
22622,US0 72
22623,US0 45
22625,US0 38
22626,US0 62
22627,US0 25
22628,US0 59
22632,US0 27
22634,US0 13
22637,US0 3
22638,US0 13
22639,US0 13
2264,US0 73
22640,US0 13
22641,US0 6
22642,US0 6
22643,US0 6
22644,US0 6
22645,US0 6
22646,US0 38
22647,US0 6
22649,US0 27
22651,US0 6
22652,US0 36
22653,US0 36
22654,US0 27
22655,US0 27
22656,US0 36
22660,US0 36
22661,US0 36
22664,US0 36
22665,US0 27
22667,US0 36
22669,US0 36
2267,US0 33
22670,US0 36
22671,US0 36
22672,US0 36
22674,US0 36
22675,US0 36
22676,US0 36
22677,US0 36
22678,US0 36
22679,US0 36
2268,US0 33
22680,US0 36
22682,US0 36
22684,US0 27
22685,US0 27
22686,US0 36
22687,US0 36
22688,US0 16
22689,US0 16
2269,US0 67
22690,US0 43
22694,US0 20
22695,US0 36
22696,US0 36
22697,US0 36
22698,US0 36
22699,US0 27
22700,US0 63
22703,US0 63
22705,US0 36
22706,US0 36
22707,US0 36
22708,US0 36
22709,US0 36
2271,US0 0
22710,US0 36
22711,US0 36
22712,US0 36
22713,US0 36
22714,US0 36
22716,US0 36
22719,US0 53
22720,US0 36
22721,US0 36
22722,US0 36
22723,US0 36
22725,US0 90
22726,US0 36
22727,US0 36
22729,US0 36
2273,US0 49
22730,US0 36
22731,US0 36
22732,US0 36
22733,US0 36
22736,US0 36
22738,US0 36
22739,US0 36
2274,US0 42
22743,US0 36
22744,US0 4
22745,US0 36
22749,US0 36
22750,US0 36
22751,US0 98
22758,US0 36
22759,US0 36
2276,US0 42
22760,US0 36
22761,US0 36
22762,US0 36
22763,US0 36
22764,US0 36
22765,US0 36
22766,US0 13
22767,US0 36
22768,US0 36
22769,US0 36
22770,US0 36
22771,US0 75
22772,US0 13
22773,US0 13
22774,US0 13
22775,US0 13
22777,US0 36
22778,US0 36
22780,US0 13
22781,US0 13
22782,US0 13
22784,US0 75
22785,US0 71
22786,US0 71
22788,US0 71
22789,US0 71
2279,US0 38
22790,US0 71
22791,US0 71
22792,US0 36
22794,US0 36
22796,US0 36
22797,US0 71
22798,US0 71
22799,US0 71
228,US0 10
22800,US0 71
22803,US0 36
22804,US0 71
22807,US0 36
22808,US0 36
22809,US0 36
2281,US0 38
22810,US0 36
22811,US0 36
22812,US0 36
22813,US0 36
22814,US0 36
22815,US0 36
22817,US0 36
22818,US0 69
2282,US0 38
22820,US0 33
22821,US0 36
22823,US0 92
22824,US0 92
22825,US0 92
22826,US0 6
22827,US0 71
22829,US0 36
22830,US0 36
22831,US0 36
22832,US0 36
22833,US0 47
22835,US0 44
22836,US0 17
22837,US0 91
22838,US0 2
22839,US0 89
2284,US0 42
22840,US0 89
22841,US0 89
22842,US0 89
22843,US0 27
22844,US0 79
22845,US0 28
22846,US0 91
22847,US0 11
22849,US0 11
22851,US0 15
22852,US0 15
22853,US0 15
22854,US0 36
22856,US0 78
22859,US0 71
2286,US0 27
22860,US0 28
22861,US0 4
22862,US0 70
22863,US0 11
22864,US0 22
22865,US0 13
22866,US0 15
22867,US0 78
22868,US0 29
22869,US0 29
22870,US0 29
22871,US0 29
22873,US0 78
22876,US0 28
22877,US0 15
22879,US0 29
2288,US0 27
22880,US0 29
22881,US0 29
22882,US0 29
22883,US0 29
22884,US0 29
22886,US0 29
22887,US0 52
22888,US0 29
22889,US0 29
2289,US0 66
22890,US0 29
22892,US0 29
22893,US0 29
22894,US0 29
22896,US0 29
22897,US0 29
22898,US0 29
22899,US0 72
2290,US0 66
22900,US0 29
22902,US0 29
22903,US0 29
22906,US0 29
22907,US0 29
22908,US0 29
22909,US0 29
2291,US0 77
22910,US0 29
22912,US0 29
22913,US0 29
22914,US0 29
22915,US0 29
22916,US0 29
22917,US0 29
22918,US0 29
22919,US0 29
2292,US0 18
22922,US0 29
22923,US0 29
22925,US0 29
22926,US0 29
22927,US0 29
22930,US0 78
22931,US0 78
22932,US0 78
22933,US0 78
22934,US0 78
22935,US0 78
22936,US0 78
22938,US0 6
22939,US0 29
2294,US0 12
22941,US0 29
22942,US0 29
22943,US0 29
22945,US0 67
22946,US0 67
22947,US0 67
22948,US0 67
22949,US0 67
22950,US0 67
22951,US0 67
22952,US0 15
22955,US0 67
22957,US0 67
22958,US0 67
22959,US0 67
2296,US0 42
22961,US0 29
22962,US0 67
22963,US0 29
22965,US0 29
22966,US0 67
22967,US0 67
22968,US0 29
22969,US0 29
2297,US0 88
22972,US0 29
22973,US0 29
22977,US0 45
22979,US0 45
22980,US0 45
22981,US0 45
22982,US0 45
22983,US0 62
22984,US0 62
22985,US0 62
22987,US0 62
22988,US0 62
22989,US0 67
22990,US0 67
22992,US0 16
22993,US0 16
22994,US0 67
22995,US0 38
22996,US0 38
22997,US0 62
22998,US0 62
22999,US0 62
23,US0 8
2300,US0 22
23000,US0 89
23001,US0 89
23002,US0 89
23003,US0 89
23004,US0 62
23005,US0 62
23007,US0 45
23008,US0 62
23009,US0 62
23011,US0 29
23012,US0 49
23013,US0 5
23014,US0 5
23015,US0 5
23017,US0 5
23019,US0 45
2302,US0 10
23020,US0 45
23021,US0 45
23022,US0 45
23024,US0 56
23025,US0 45
23026,US0 45
23027,US0 45
23028,US0 45
23029,US0 45
23030,US0 45
23032,US0 89
23033,US0 89
23034,US0 89
23035,US0 89
23037,US0 38
23038,US0 89
23039,US0 3
23040,US0 3
23041,US0 15
23042,US0 3
23043,US0 3
23044,US0 89
23045,US0 89
23046,US0 38
23047,US0 38
23048,US0 89
23049,US0 89
2305,US0 10
23051,US0 15
23052,US0 38
23053,US0 38
23054,US0 89
23055,US0 89
23056,US0 89
23057,US0 77
23058,US0 89
23059,US0 89
23060,US0 89
23061,US0 89
23062,US0 89
23063,US0 89
23064,US0 89
23065,US0 89
23066,US0 89
23067,US0 47
23068,US0 89
23069,US0 89
2307,US0 91
23070,US0 89
23071,US0 89
23072,US0 89
23073,US0 89
23074,US0 89
23077,US0 3
23078,US0 45
23079,US0 45
23081,US0 3
23082,US0 3
23083,US0 3
23084,US0 89
23086,US0 47
23088,US0 52
2309,US0 91
23090,US0 36
23092,US0 36
23093,US0 36
23094,US0 47
23095,US0 71
23096,US0 71
23097,US0 45
23098,US0 45
23099,US0 71
231,US0 60
2310,US0 91
23100,US0 71
23101,US0 71
23102,US0 71
23103,US0 71
23105,US0 78
23107,US0 78
23108,US0 78
23109,US0 78
23111,US0 15
23115,US0 71
2312,US0 82
23120,US0 3
23121,US0 3
23122,US0 3
23123,US0 3
23124,US0 3
23125,US0 92
23126,US0 3
23127,US0 3
23128,US0 3
23129,US0 3
23130,US0 3
23131,US0 3
23132,US0 3
23133,US0 71
23134,US0 71
23135,US0 71
23136,US0 71
23137,US0 26
23138,US0 26
23139,US0 67
2314,US0 66
23140,US0 71
23141,US0 63
23142,US0 71
23143,US0 71
23144,US0 71
23145,US0 67
23146,US0 67
23147,US0 67
23148,US0 71
23149,US0 71
23150,US0 67
23151,US0 67
23153,US0 67
23154,US0 67
23155,US0 67
23156,US0 67
23157,US0 67
23158,US0 67
23159,US0 67
2316,US0 8
23160,US0 67
23161,US0 67
23164,US0 5
23165,US0 67
23167,US0 33
23169,US0 15
23170,US0 15
23171,US0 15
23173,US0 67
23174,US0 71
23175,US0 36
23177,US0 67
23178,US0 13
23179,US0 71
2318,US0 8
23181,US0 81
23182,US0 67
23183,US0 63
23184,US0 72
23185,US0 67
23186,US0 67
23188,US0 75
23189,US0 36
23190,US0 62
23191,US0 67
23192,US0 67
23193,US0 63
23194,US0 63
23195,US0 63
23197,US0 63
23201,US0 63
23202,US0 63
23203,US0 63
23204,US0 63
23205,US0 63
23208,US0 36
2321,US0 27
23211,US0 20
23212,US0 36
23213,US0 36
23216,US0 36
23217,US0 20
23218,US0 72
23221,US0 60
23222,US0 36
23223,US0 36
23224,US0 36
23225,US0 36
23226,US0 44
23227,US0 63
23228,US0 63
2323,US0 51
23231,US0 13
23232,US0 13
23233,US0 63
23234,US0 63
23235,US0 71
23237,US0 36
23238,US0 71
23240,US0 71
23241,US0 77
23246,US0 45
23247,US0 45
23248,US0 45
23249,US0 72
2325,US0 12
23250,US0 72
23251,US0 72
23253,US0 63
23254,US0 63
23255,US0 63
23256,US0 6
23257,US0 6
23261,US0 63
23262,US0 63
23264,US0 63
23265,US0 15
23267,US0 15
23268,US0 11
23269,US0 11
23272,US0 77
23274,US0 74
23275,US0 92
23276,US0 77
23277,US0 15
2328,US0 54
23282,US0 79
23283,US0 63
23285,US0 63
23286,US0 63
23288,US0 63
23289,US0 63
23290,US0 17
23291,US0 17
23293,US0 79
23294,US0 79
23296,US0 63
23298,US0 7
23299,US0 7
233,US0 7
2330,US0 24
23304,US0 95
23305,US0 63
23306,US0 63
23307,US0 84
23309,US0 84
23310,US0 63
23312,US0 79
23313,US0 43
23314,US0 79
23318,US0 27
23319,US0 72
2332,US0 24
23320,US0 62
23322,US0 79
23323,US0 27
23324,US0 27
23325,US0 27
23327,US0 27
23328,US0 79
23329,US0 37
23330,US0 37
23331,US0 77
23332,US0 98
23333,US0 77
23334,US0 55
23335,US0 92
23336,US0 37
23337,US0 37
23338,US0 37
23339,US0 37
2334,US0 96
23340,US0 37
23341,US0 2
23342,US0 92
23343,US0 92
23344,US0 92
23347,US0 92
23348,US0 55
23349,US0 41
23350,US0 37
23351,US0 37
23352,US0 37
23353,US0 84
23355,US0 84
23357,US0 84
23358,US0 55
23359,US0 71
2336,US0 31
23360,US0 71
23361,US0 71
23362,US0 71
23363,US0 92
23364,US0 92
23365,US0 27
23366,US0 54
23367,US0 27
23370,US0 9
23374,US0 41
23375,US0 71
23376,US0 71
23377,US0 71
23378,US0 12
23379,US0 27
2338,US0 31
23380,US0 71
23381,US0 71
23382,US0 71
23384,US0 71
23385,US0 71
23387,US0 98
23389,US0 71
23391,US0 12
23392,US0 71
23393,US0 71
23394,US0 71
23395,US0 92
23396,US0 71
23399,US0 71
2340,US0 31
23400,US0 41
23401,US0 71
23402,US0 71
23403,US0 71
23404,US0 71
23406,US0 6
23407,US0 84
23410,US0 71
23411,US0 3
23413,US0 3
23414,US0 3
23416,US0 71
23417,US0 37
23418,US0 37
23419,US0 37
23420,US0 71
23421,US0 3
23422,US0 3
23423,US0 3
23424,US0 3
23425,US0 3
23427,US0 3
23428,US0 3
2343,US0 43
23430,US0 55
23431,US0 71
23433,US0 3
23434,US0 3
23437,US0 3
23438,US0 3
23440,US0 3
23441,US0 3
23443,US0 37
23444,US0 3
23445,US0 3
23446,US0 3
23447,US0 89
23448,US0 71
23449,US0 71
2345,US0 74
23450,US0 37
23451,US0 71
23452,US0 37
23453,US0 37
23455,US0 71
23456,US0 71
23457,US0 71
23458,US0 37
23460,US0 71
23461,US0 60
23462,US0 37
23463,US0 37
23464,US0 37
23465,US0 37
23466,US0 37
23469,US0 3
2347,US0 33
23470,US0 78
23471,US0 60
23474,US0 60
23475,US0 60
23476,US0 31
23477,US0 31
23478,US0 60
23479,US0 60
2348,US0 38
23481,US0 27
23483,US0 91
23484,US0 37
23485,US0 37
23486,US0 37
23488,US0 22
23489,US0 22
23494,US0 27
23495,US0 71
23496,US0 71
23498,US0 71
23499,US0 37
23500,US0 71
23501,US0 71
23502,US0 71
23503,US0 71
23504,US0 37
23505,US0 71
23507,US0 71
23508,US0 71
23511,US0 37
23512,US0 37
23513,US0 37
23514,US0 71
23515,US0 72
23519,US0 11
23520,US0 91
23521,US0 37
23522,US0 1
23523,US0 91
23525,US0 63
23526,US0 92
23527,US0 71
23528,US0 71
23529,US0 12
2353,US0 31
23530,US0 12
23531,US0 71
23532,US0 71
23533,US0 71
23536,US0 63
23537,US0 63
23539,US0 12
2354,US0 31
23540,US0 71
23542,US0 11
23543,US0 71
23544,US0 11
23545,US0 11
23547,US0 11
23548,US0 11
23549,US0 84
23550,US0 11
23551,US0 12
23553,US0 52
23554,US0 41
23555,US0 41
23556,US0 41
23557,US0 63
2356,US0 31
23562,US0 41
23563,US0 34
23566,US0 71
23568,US0 37
23570,US0 37
23571,US0 41
23572,US0 41
23573,US0 41
23574,US0 15
23578,US0 41
23579,US0 41
23580,US0 12
23581,US0 71
23582,US0 63
23583,US0 90
23584,US0 90
23586,US0 60
23587,US0 71
23589,US0 71
2359,US0 91
23590,US0 33
23592,US0 33
23594,US0 60
23596,US0 60
23597,US0 89
23598,US0 89
23599,US0 89
236,US0 30
23600,US0 89
23603,US0 89
23606,US0 60
23607,US0 60
23608,US0 27
23609,US0 60
2361,US0 82
23610,US0 34
23611,US0 16
23612,US0 60
23615,US0 60
23616,US0 7
23617,US0 12
2362,US0 91
23621,US0 60
23622,US0 60
23623,US0 60
23625,US0 12
23627,US0 12
23628,US0 12
2363,US0 91
23631,US0 1
23633,US0 67
23634,US0 67
23635,US0 15
23636,US0 60
23637,US0 91
23639,US0 91
23640,US0 15
23641,US0 60
23642,US0 91
23643,US0 91
23644,US0 91
23646,US0 60
23648,US0 71
2365,US0 33
23650,US0 91
23651,US0 91
23653,US0 37
23655,US0 37
23657,US0 37
23658,US0 37
23659,US0 37
23660,US0 37
23661,US0 37
23664,US0 37
23665,US0 37
23666,US0 37
23667,US0 11
23668,US0 11
2367,US0 74
23670,US0 60
23671,US0 74
23672,US0 62
23673,US0 26
23674,US0 74
23675,US0 74
23676,US0 91
23677,US0 91
23678,US0 91
23679,US0 91
23680,US0 91
23681,US0 91
23682,US0 91
23683,US0 60
23684,US0 91
23685,US0 91
23686,US0 91
23687,US0 91
23688,US0 6
23689,US0 6
2369,US0 82
23691,US0 6
23692,US0 6
23693,US0 11
23694,US0 26
23697,US0 91
23699,US0 91
23700,US0 91
23701,US0 91
23702,US0 11
23703,US0 53
23704,US0 11
23705,US0 6
23706,US0 11
23707,US0 11
23709,US0 11
2371,US0 82
23710,US0 91
23711,US0 91
23712,US0 91
23713,US0 91
23714,US0 91
23715,US0 91
23717,US0 11
23718,US0 11
23719,US0 11
2372,US0 9
23721,US0 11
23722,US0 11
23723,US0 20
23724,US0 20
23725,US0 11
23726,US0 11
23727,US0 11
23729,US0 11
23730,US0 11
23732,US0 75
23733,US0 75
23734,US0 31
23735,US0 31
23736,US0 31
23738,US0 31
23739,US0 11
23740,US0 11
23741,US0 44
23742,US0 11
23744,US0 11
23745,US0 11
23746,US0 11
23747,US0 11
23748,US0 31
23749,US0 31
2375,US0 66
23751,US0 31
23752,US0 31
23753,US0 31
23754,US0 20
23756,US0 31
23757,US0 31
23758,US0 31
23759,US0 31
23760,US0 31
23761,US0 6
23762,US0 15
23763,US0 31
23764,US0 6
23765,US0 6
23769,US0 31
23772,US0 31
23773,US0 31
23774,US0 31
23775,US0 31
23777,US0 6
23778,US0 6
23779,US0 86
2378,US0 74
23780,US0 86
23781,US0 86
23782,US0 27
23784,US0 27
23785,US0 6
23786,US0 6
23787,US0 31
23789,US0 31
2379,US0 66
23790,US0 31
23791,US0 86
23793,US0 86
23794,US0 86
23797,US0 86
23801,US0 20
23802,US0 20
23805,US0 11
23808,US0 34
23809,US0 34
2381,US0 33
23810,US0 14
23811,US0 90
23818,US0 86
23819,US0 86
23820,US0 86
23821,US0 86
23822,US0 86
23823,US0 86
23825,US0 27
23826,US0 15
23827,US0 86
23828,US0 86
23829,US0 86
23830,US0 86
23831,US0 26
23832,US0 86
23834,US0 86
23836,US0 86
23839,US0 27
2384,US0 1
23842,US0 27
23845,US0 86
23846,US0 86
23849,US0 86
2385,US0 82
23850,US0 74
23851,US0 13
23852,US0 13
23853,US0 13
23855,US0 54
23856,US0 27
23858,US0 13
23859,US0 13
23860,US0 13
23861,US0 13
23862,US0 86
23863,US0 60
23864,US0 13
23867,US0 13
23868,US0 13
23869,US0 54
2387,US0 12
23871,US0 60
23872,US0 20
23873,US0 0
23874,US0 27
23875,US0 13
23876,US0 13
23877,US0 13
23878,US0 13
23879,US0 13
23881,US0 13
23882,US0 13
23883,US0 13
23885,US0 13
23886,US0 44
23887,US0 44
23888,US0 44
2389,US0 59
23890,US0 13
23892,US0 13
23893,US0 27
23895,US0 27
23896,US0 86
23897,US0 86
23898,US0 86
23899,US0 86
23900,US0 35
23906,US0 34
23907,US0 86
23908,US0 86
23909,US0 86
2391,US0 57
23910,US0 86
23911,US0 86
23912,US0 86
23914,US0 34
23917,US0 86
23918,US0 86
23919,US0 86
2392,US0 31
23920,US0 86
23921,US0 86
23922,US0 27
23923,US0 27
23925,US0 27
23926,US0 27
23928,US0 27
2393,US0 31
23930,US0 27
23932,US0 27
23935,US0 85
23937,US0 27
23938,US0 69
23940,US0 27
23941,US0 54
23943,US0 56
23944,US0 56
23945,US0 13
23947,US0 75
23949,US0 13
23950,US0 13
23952,US0 75
23953,US0 75
23954,US0 75
23955,US0 75
23956,US0 75
23957,US0 75
23958,US0 56
23959,US0 75
2396,US0 34
23960,US0 75
23963,US0 44
23968,US0 69
2397,US0 66
23973,US0 6
23975,US0 74
23976,US0 27
23978,US0 27
23980,US0 27
23981,US0 74
23982,US0 74
23983,US0 99
23984,US0 0
23987,US0 41
23988,US0 54
23989,US0 54
2399,US0 91
23990,US0 54
23991,US0 54
23992,US0 27
23993,US0 27
23995,US0 27
23996,US0 27
23999,US0 0
24,US0 58
240,US0 28
2400,US0 31
24000,US0 27
24002,US0 27
24004,US0 27
24005,US0 27
24006,US0 27
24007,US0 27
24008,US0 27
24009,US0 27
24010,US0 27
24011,US0 27
24012,US0 68
24013,US0 83
24014,US0 83
2402,US0 31
24025,US0 27
24026,US0 36
2403,US0 86
24032,US0 6
24033,US0 69
24035,US0 69
24036,US0 62
24037,US0 66
24038,US0 66
24039,US0 66
24040,US0 69
24041,US0 52
24042,US0 52
24043,US0 27
24044,US0 27
24045,US0 27
24047,US0 34
24048,US0 34
24052,US0 6
24053,US0 89
24055,US0 54
24056,US0 54
24059,US0 34
2406,US0 10
24060,US0 36
24061,US0 36
24062,US0 36
24065,US0 69
24066,US0 36
24069,US0 54
24070,US0 6
24072,US0 27
24073,US0 27
24075,US0 36
24076,US0 36
24077,US0 36
24078,US0 27
24079,US0 27
2408,US0 10
24080,US0 27
24081,US0 27
24082,US0 27
24084,US0 27
24087,US0 27
24088,US0 36
24089,US0 36
24091,US0 69
24094,US0 36
24099,US0 36
24101,US0 6
24103,US0 66
24104,US0 66
24106,US0 9
24108,US0 52
2411,US0 86
24110,US0 52
24111,US0 69
24112,US0 34
24113,US0 11
24114,US0 11
24115,US0 11
24117,US0 11
24118,US0 11
24119,US0 11
24120,US0 27
24126,US0 27
24127,US0 27
2413,US0 86
24130,US0 11
24131,US0 11
24132,US0 11
24134,US0 11
24137,US0 27
24138,US0 54
24139,US0 54
2414,US0 86
24140,US0 54
24141,US0 11
24142,US0 11
24144,US0 54
24145,US0 54
24146,US0 27
24147,US0 27
24148,US0 27
24149,US0 92
24150,US0 94
24151,US0 35
24152,US0 35
24153,US0 81
24155,US0 35
24156,US0 13
24158,US0 13
2416,US0 66
24161,US0 13
24162,US0 13
24163,US0 89
24165,US0 54
24166,US0 69
24167,US0 69
24168,US0 35
24170,US0 35
24171,US0 35
24172,US0 35
24173,US0 35
24174,US0 35
24175,US0 35
24177,US0 35
24178,US0 35
24179,US0 35
2418,US0 86
24180,US0 35
24181,US0 94
24184,US0 81
24185,US0 27
24186,US0 27
24188,US0 44
24189,US0 81
24190,US0 27
24192,US0 30
24193,US0 27
24196,US0 34
24197,US0 34
24198,US0 34
2420,US0 14
24200,US0 15
24201,US0 27
24204,US0 27
24205,US0 44
24208,US0 2
24210,US0 15
24212,US0 13
24215,US0 3
24216,US0 44
24219,US0 6
